company_id,company_name,domain,website,company_type,source,source_url,country,hq_city,hq_region,hq_regions,hq_full_address,headcount_bucket,headcount_min,headcount_max,revenue_bucket,revenue_min,revenue_max,industries_or_category,primary_industry,description,founded_year,linkedin_url,facebook_url,twitter_url,instagram_url,last_funding_type,last_funding_amount,last_funding_date,founders,num_founders,cb_rank,growth_score_tier,operating_status,min_project_size,hourly_rate,rating,review_count,priority_score,notes
c0319,WellBeam,well-beam.com,https://well-beam.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/wellbeam,US,Palo Alto,California,"San Francisco Bay Area , Silicon Valley , West Coast",,51-100,51,100,,,,"Enterprise Software , Health Care , Information Technology , SaaS , Software",,"WellBeam is a digital-health company that provides an EMR-integrated care coordination platform. It links hospital or physician teams with post-acute care providers (like home health agencies), replacing faxes and phone calls with seamless digital workflows. Its platform lets providers authorize orders, respond to clinical concerns, and communicate securely from within their existing medical record systems. By automating these tasks, WellBeam helps reduce administrative burden, speed up care transitions, and capture previously missed billing opportunities.",2019,https://www.linkedin.com/company/wellbeam-inc,,,,Series A,"$10,000,000","Nov 19, 2025","Amee Devani , Pascal Odek",2.0,"7,037",Low,Active,,,,,3,
c0320,EdgeX,edokonta.com,http://www.edokonta.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/edokonta,US,San Diego,California,"Greater San Diego Area , West Coast , Western US",,11-50,11,50,,,,"Information Services , Information Technology , Software",,"Edokonta builds software that allows hospitals to track mobile equipment, such as IV pumps and ultrasounds. The company was founded in 2018 and based in San Diego, California.",2018,https://www.linkedin.com/company/edgex-inc,,,,Venture - Series Unknown,"$785,000","Sep 3, 2025",Jon Siann,1.0,"7,039",Low,Active,,,,,3,
c0321,Ecomedes,ecomedes.com,http://ecomedes.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/ecomedes,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,11-50,11,50,,,,"Construction , Energy Efficiency , Property Management , SaaS , Software , Sustainability",,"Ecomedes is a provider of a SaaS platform that helps manufacturers, designers, builders, and building owners save time and money. The platform connects manufacturers’ offerings with buyers’ requirements for commercial building products that meet a project’s sustainability goals. It streamlines the processes of collection, maintenance, discovery, comparison, documentation, and performance analysis. Owners, designers, constructors, manufacturers, distributors, and other members of the building project team rely on Ecomedes' catalog of digital products, harmonized with 35 product certifications and 4 building certifications, to build a shared system of record for product evaluation and selection. Kathleen Egan, Paul Shahriari, Brian Rowe, Hung Vo, and Michael Shahriari co-founded the company in San Francisco, California in 2016.",2016,https://www.linkedin.com/company/ecomedes,https://www.facebook.com/ecomedes,,,Non-equity Assistance,,"Mar 26, 2024","Abby Murray , Brian Rowe , Hung Vo , Kathleen Egan , Michael Shahriari , Paul Shahriari",6.0,"7,065",Low,Active,,,,,3,
c0322,OptraScan,optrascan.com,https://www.optrascan.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/optrascan,US,San Jose,California,"San Francisco Bay Area , Silicon Valley , West Coast",,51-100,51,100,,,,"Health Care , Life Science , Medical , Medical Device , Software",,OptraScan is a subscription-based digital pathology system that offers cloud-enabled system. It focuses on delivering fully integrated digital pathology solutions of customer's pathology labs. It provides a slide image solution system through an on-demand pay-per-use program to make digital pathology accessible to all.,2015,https://www.linkedin.com/company/optra-scan,https://www.facebook.com/OptraSCAN,,,Series B,"$30,000,000","Nov 6, 2024","Abhijeet Gholap , Gauri Naik",2.0,"7,074",High,Active,,,,,3,
c0323,Mobot,mobot.io,https://mobot.io/,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/team-mobot,US,New York,New York,"Greater New York Area , East Coast , Northeastern US",,11-50,11,50,,,,"B2B , Developer Tools , Mobile Apps , Quality Assurance , Robotics , Software",,"Mobot is an end-to-end mobile QA solution that uses supervised, mechanical robots to test native mobile and mobile web apps on actual iOS/Android devices. Mobot's blackbox testing approach combines the best of automated and manual QA, addressing scenarios and bugs that often slip through the cracks of emulators and testing frameworks. This includes test cases like push notifications/deep linking, multi-phone interactions, Bluetooth connectivity, camera testing, iOS 14 widgets and more. Our robot fleet tests on 100+ iOS/Android devices, with no setup or maintenance required.",2018,https://www.linkedin.com/company/team-mobot,https://www.facebook.com/MobotQA,,,Series A,"$12,500,000","Aug 15, 2022",Eden Full Goh,1.0,"7,086",Low,Active,,,,,3,
c0324,Cantina,cantina.security,https://www.cantina.security,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/spearbit,US,Miami,Florida,"Greater Miami Area , East Coast , Southern US",,11-50,11,50,,,,"Information Technology , Software , Web3 , Web Apps",,"Cantina connects independent security experts to Web3 projects that need them. The company offers a range of services, including expert-conducted security reviews and ongoing security reviews through retainer agreements. These services provide clients with an operational layer, freeing them from time-consuming administrative tasks and client sourcing and due diligence.",2021,https://www.linkedin.com/company/cantinasecurity,,,,Venture - Series Unknown,"$8,000,000","Jul 30, 2026","Alex Beregszaszi , Harikrishnan Mulackal , Jake Lang , Jake Lynch , Max Goodman",5.0,"7,108",High,Active,,,,,3,
c0325,Patientory,patientory.com,http://patientory.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/patientory-2,US,Atlanta,Georgia,"Greater Atlanta Area , East Coast , Southern US",,11-50,11,50,,,,"Artificial Intelligence (AI) , Blockchain , Electronic Health Record (EHR) , Health Care , Software",,"Patientory is a patient data platform that empowers individuals to control their health data and earn personalized rewards. The company is transforming the interaction between healthcare stakeholders and patients, streamlining access to information by eliminating the layers and processes currently hindering care coordination.",2015,https://www.linkedin.com/company/patientory,https://www.facebook.com/Patientory-1486364918334631,,,Venture - Series Unknown,"$500,000","Apr 3, 2026",Chrissa McFarlane,1.0,"7,112",Low,Active,,,,,3,
c0326,POAP,poap.xyz,https://poap.xyz/,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/poap,US,New York,New York,"Greater New York Area , East Coast , Northeastern US",,51-100,51,100,,,,"Blockchain , Software",,"POAP stands for Proof of Attendance Protocol. It is a curated ecosystem for the preservation of memories. The company was founded in 2021 and is headquartered in New York, United States.",2021,https://www.linkedin.com/company/poapxyz,,,,Seed,"$10,000,000","Jan 18, 2022","Patricio Worthalter , Tomás Soracco",2.0,"7,115",Low,Active,,,,,3,
c0327,LoopX,loopx.ai,https://www.loopx.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/loopx-7247,CA,Waterloo,Ontario,Great Lakes,,11-50,11,50,,,,"Artificial Intelligence (AI) , Autonomous Vehicles , Mining Technology , Robotics , Software",,LoopX develops advanced AI and robotics technologies to make mining safer and smarter.,2022,https://www.linkedin.com/company/loopx-ai,,,,Seed,"$4,050,000","Aug 4, 2026",Chao Yu,1.0,"7,117",High,Active,,,,,3,
c0328,Pantomath,pantomath.com,https://pantomath.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/pantomath,US,Cincinnati,Ohio,"Great Lakes , Midwestern US",,11-50,11,50,,,,"Analytics , Artificial Intelligence (AI) , Big Data , Data Management , Information Technology , Productivity Tools , Software",Artificial Intelligence (AI),"Pantomath is an automated data operations platform that detects and resolves data issues in real time. The company uses autonomous AI agents to automate root-cause analysis and perform full self-resolution. These purpose-built agents are trained to remediate and self-heal data pipelines across the entire data stack, eliminating data downtime and preventing bad data from leading to poor decisions. Implementing Pantomath is simple. Our wide range of connectors seamlessly integrates into a variety of data tools in minutes. With pre-configured monitors and AI agents auto-deployed for various use cases, customers see immediate value and streamlined operations. Automate data operations and eliminate data reliability issues with Pantomath.",2022,https://www.linkedin.com/company/pantomathdata,,,,Series B,"$30,000,000","Aug 4, 2025","Narayan Surabhi , Shashank Saxena , Somesh Saxena",3.0,"7,122",Low,Active,,,,,3,
c0329,Sapia,sapia.ai,https://sapia.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/predictivehire,AU,Ivanhoe East,Victoria,"Asia-Pacific (APAC) , Australasia",,51-100,51,100,,,,"Artificial Intelligence (AI) , Human Resources , Machine Learning , Recruiting , Software",Artificial Intelligence (AI),"Sapia is a team of data scientists, artificial intelligence experts, IO psychologists and recruitment industry veterans who’ve joined together on a mission to change the way candidate assessment is done, by leveraging the power of smart technology. We believe all people decisions should be based on data and analytics – not gut feeling. With the help of technology, we want to level the candidate playing field and help reduce unconscious biases in the hiring process. Offices in the US, UK and Australia.",2013,https://www.linkedin.com/company/sapiaai/,https://www.facebook.com/SapiaAi,,,Series A,"A$17,000,000","Nov 22, 2022","Anthony Du Preez , Barbara Hyman , Jonathan Nicolson , Paul Burley",4.0,"7,129",Low,Active,,,,,3,
c0330,DeepScribe,deepscribe.ai,https://www.deepscribe.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/deepscribe,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,51-100,51,100,,,,"Artificial Intelligence (AI) , Health Care , Machine Learning , Medical , Software",Machine Learning,"DeepScribe is an AI-powered medical scribe platform that automates medical note taking for clinicians. DeepScribe uses AI, ML, and NLP to capture and transcribe natural clinical conversations in real time, extract relevant medical information, then classify it into a complete medical note. By combining AI with rules-based NLP and three speech recognition engines, DeepScribe is able to provide a fully automated, ambient solution for clinicians burdened by medical documentation. With an easy-to-use mobile app and robust integrations with many popular EHR vendors, DeepScribe reimagines how documentation is captured and transforms how clinicians are able to deliver care.",2017,https://www.linkedin.com/company/deepscribe,https://www.facebook.com/DeepScribeAI,,,Series B,"$24,000,000","Oct 15, 2023","Akilesh Bapu , Kairui Zeng , Matthew Ko",3.0,"7,140",Low,Active,,,,,3,
c0331,Ascend,useascend.com,https://www.useascend.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/ascend-276c,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,11-50,11,50,,,,"Finance , FinTech , Insurance , InsurTech , Software",,"Ascend is a modern, all-in-one payments solution purpose-built for insurance. We automate insurance payments end-to-end — from online customer payments including premium financing to the distribution of commissions and carrier payables. We help insurance distributors sell more by simplifying operations, reducing payment friction and delivering the modern checkout experience customers expect.",2021,https://www.linkedin.com/company/useascend,https://www.facebook.com/Ascend-109314714994081,,,Debt Financing,"$250,000,000","Jan 27, 2022","Andrew Wynn , Praveen Chekuri",2.0,"7,142",Low,Active,,,,,3,
